,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Value
229,FRA,France,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,70.0
230,DEU,Germany,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,69.0
231,GRC,Greece,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,59.0
232,HUN,Hungary,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,65.0
233,ISL,Iceland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,78.0
234,IRL,Ireland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,67.0
235,ITA,Italy,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,67.0
236,JPN,Japan,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,69.0
237,KOR,Korea,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,77.0
238,LUX,Luxembourg,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,84.0
239,MEX,Mexico,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,32.0
240,NLD,Netherlands,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,72.0
241,NZL,New Zealand,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,53.0
242,NOR,Norway,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,89.0
243,POL,Poland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,63.0
244,PRT,Portugal,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,75.0
245,SVK,Slovak Republic,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,67.0
246,ESP,Spain,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,75.0
247,SWE,Sweden,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,68.0
248,CHE,Switzerland,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,81.0
249,TUR,Türkiye,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,45.0
250,GBR,United Kingdom,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,77.0
251,USA,United States,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,69.0
252,BRA,Brazil,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,34.0
253,CHL,Chile,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,30.0
254,EST,Estonia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,71.0
255,ISR,Israel,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,77.0
256,LVA,Latvia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,61.0
257,RUS,Russia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,55.0
258,SVN,Slovenia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,85.0
259,ZAF,South Africa,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,35.0
260,OECD,OECD - Total,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,Women,PC,Percentage,0,Units,66.0
261,AUT,Austria,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.6
262,BEL,Belgium,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.1
263,CAN,Canada,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.6
264,CZE,Czech Republic,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.5
265,DNK,Denmark,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.9
266,FIN,Finland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.9
267,FRA,France,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.8
268,DEU,Germany,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.8
269,GRC,Greece,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.2
270,HUN,Hungary,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.4
271,ISL,Iceland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.6
272,IRL,Ireland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.1
273,ITA,Italy,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.4
274,JPN,Japan,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.9
275,KOR,Korea,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.5
276,LUX,Luxembourg,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.0
277,MEX,Mexico,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.1
278,NLD,Netherlands,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.0
279,NZL,New Zealand,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.4
280,NOR,Norway,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.1
281,POL,Poland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.1
282,PRT,Portugal,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.7
283,SVK,Slovak Republic,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.1
284,ESP,Spain,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.9
285,SWE,Sweden,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.7
286,CHE,Switzerland,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.9
287,TUR,Türkiye,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.0
288,GBR,United Kingdom,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.0
289,USA,United States,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,2.4
290,CHL,Chile,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.9
291,EST,Estonia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.7
292,ISR,Israel,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.2
293,LVA,Latvia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.2
294,RUS,Russia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.0
295,SVN,Slovenia,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.6
296,OECD,OECD - Total,HO_NUMR,Rooms per person,L,Value,TOT,Total,RATIO,Ratio,0,Units,1.7
297,AUS,Australia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,37433.0
298,AUT,Austria,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,37001.0
299,BEL,Belgium,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,34884.0
300,CAN,Canada,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,34421.0
301,CZE,Czech Republic,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,26664.0
302,DNK,Denmark,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,33774.0
303,FIN,Finland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,33471.0
304,FRA,France,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,34375.0
305,DEU,Germany,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,38971.0
306,GRC,Greece,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,20791.0
307,HUN,Hungary,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,21026.0
308,IRL,Ireland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,29488.0
309,ITA,Italy,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,29431.0
310,JPN,Japan,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,28872.0
311,KOR,Korea,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,24590.0
312,LUX,Luxembourg,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,44773.0
313,MEX,Mexico,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,16269.0
314,NLD,Netherlands,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,34984.0
315,NZL,New Zealand,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,39024.0
316,NOR,Norway,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,39144.0
317,POL,Poland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,23675.0
318,PRT,Portugal,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,24877.0
319,SVK,Slovak Republic,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,21149.0
320,ESP,Spain,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,27155.0
321,SWE,Sweden,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,33730.0
322,CHE,Switzerland,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,39697.0
323,GBR,United Kingdom,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,33049.0
324,USA,United States,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,51147.0
325,EST,Estonia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,23784.0
326,LVA,Latvia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,19783.0
327,RUS,Russia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,19546.0
328,SVN,Slovenia,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,25250.0
329,ZAF,South Africa,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,9338.0
330,OECD,OECD - Total,IW_HADI,Household net adjusted disposable income,L,Value,TOT,Total,USD,US Dollar,0,Units,30490.0
331,AUS,Australia,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,528768.0
332,AUT,Austria,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,309637.0
333,BEL,Belgium,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,447607.0
334,CAN,Canada,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,478240.0
335,DNK,Denmark,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,149864.0
336,FIN,Finland,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,230032.0
337,FRA,France,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,298639.0
338,DEU,Germany,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,304317.0
339,GRC,Greece,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,148323.0
340,HUN,Hungary,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,150296.0
341,IRL,Ireland,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,370341.0
342,ITA,Italy,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,295020.0
343,JPN,Japan,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,294735.0
344,KOR,Korea,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,362340.0
345,LUX,Luxembourg,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,941162.0
346,NLD,Netherlands,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,248599.0
347,NZL,New Zealand,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,514162.0
348,NOR,Norway,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,268358.0
349,POL,Poland,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,233221.0
350,PRT,Portugal,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,255303.0
351,SVK,Slovak Republic,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,171425.0
352,ESP,Spain,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,366534.0
353,GBR,United Kingdom,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,524422.0
354,USA,United States,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,684500.0
355,CHL,Chile,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,135787.0
356,EST,Estonia,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,188627.0
357,LVA,Latvia,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,79245.0
358,SVN,Slovenia,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,233286.0
359,OECD,OECD - Total,IW_HNFW,Household net wealth,L,Value,TOT,Total,USD,US Dollar,0,Units,323960.0
360,AUS,Australia,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,73.0
361,AUT,Austria,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,72.0
362,BEL,Belgium,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,65.0
363,CAN,Canada,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,70.0
364,CZE,Czech Republic,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,74.0
365,DNK,Denmark,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,74.0
366,FIN,Finland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,72.0
367,FRA,France,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,65.0
368,DEU,Germany,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,77.0
369,GRC,Greece,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,56.0
370,HUN,Hungary,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,70.0
371,ISL,Iceland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,78.0
372,IRL,Ireland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,68.0
373,ITA,Italy,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,58.0
374,JPN,Japan,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,77.0
375,KOR,Korea,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,66.0
376,LUX,Luxembourg,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,67.0
377,MEX,Mexico,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,59.0
378,NLD,Netherlands,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,78.0
379,NZL,New Zealand,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,77.0
380,NOR,Norway,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,75.0
381,POL,Poland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,69.0
382,PRT,Portugal,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,69.0
383,SVK,Slovak Republic,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,68.0
384,ESP,Spain,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,62.0
385,SWE,Sweden,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,75.0
386,CHE,Switzerland,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,80.0
387,TUR,Türkiye,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,48.0
388,GBR,United Kingdom,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,75.0
389,USA,United States,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,67.0
390,BRA,Brazil,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,57.0
391,CHL,Chile,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,56.0
392,EST,Estonia,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,74.0
393,ISR,Israel,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,67.0
394,LVA,Latvia,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,72.0
395,RUS,Russia,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,70.0
396,SVN,Slovenia,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,71.0
397,ZAF,South Africa,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,39.0
398,OECD,OECD - Total,JE_EMPL,Employment rate,L,Value,TOT,Total,PC,Percentage,0,Units,66.0
399,AUS,Australia,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,77.0
400,AUT,Austria,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,76.0
401,BEL,Belgium,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,68.0
402,CAN,Canada,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,73.0
403,CZE,Czech Republic,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,81.0
404,DNK,Denmark,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,77.0
405,FIN,Finland,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,74.0
406,FRA,France,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,68.0
407,DEU,Germany,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,80.0
408,GRC,Greece,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,65.0
409,HUN,Hungary,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,77.0
410,ISL,Iceland,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,80.0
411,IRL,Ireland,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,73.0
412,ITA,Italy,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,67.0
413,JPN,Japan,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,84.0
414,KOR,Korea,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,75.0
415,LUX,Luxembourg,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,70.0
416,MEX,Mexico,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,76.0
417,NLD,Netherlands,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,82.0
418,NZL,New Zealand,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,81.0
419,NOR,Norway,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,77.0
420,POL,Poland,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,76.0
421,PRT,Portugal,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,72.0
422,SVK,Slovak Republic,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,73.0
423,ESP,Spain,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,67.0
424,SWE,Sweden,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,77.0
425,CHE,Switzerland,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,84.0
426,TUR,Türkiye,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,65.0
427,GBR,United Kingdom,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,79.0
428,USA,United States,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,72.0
429,BRA,Brazil,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,67.0
430,CHL,Chile,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,65.0
431,EST,Estonia,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,76.0
432,ISR,Israel,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,69.0
433,LVA,Latvia,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,73.0
434,RUS,Russia,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,75.0
435,SVN,Slovenia,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,74.0
436,ZAF,South Africa,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,44.0
437,OECD,OECD - Total,JE_EMPL,Employment rate,L,Value,MN,Men,PC,Percentage,0,Units,74.0
438,AUS,Australia,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,69.0
439,AUT,Austria,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,68.0
440,BEL,Belgium,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,61.0
441,CAN,Canada,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,67.0
442,CZE,Czech Republic,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,67.0
443,DNK,Denmark,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,71.0
444,FIN,Finland,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,71.0
445,FRA,France,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,62.0
446,DEU,Germany,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,73.0
447,GRC,Greece,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,47.0
448,HUN,Hungary,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,62.0
449,ISL,Iceland,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,75.0
450,IRL,Ireland,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,63.0
451,ITA,Italy,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,49.0
452,JPN,Japan,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,71.0
