,Unnamed: 0,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Value
2162,2162,GBR,United Kingdom,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.94
2163,2163,USA,United States,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.57
2164,2164,EST,Estonia,WL_TNOW,Time devoted to leisure and personal care,L,Value,TOT,Total,HOUR,Hours,0,Units,14.98
2166,2166,AUS,Australia,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,14.8
2167,2167,AUT,Austria,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,14.7
2168,2168,BEL,Belgium,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,15.6
2169,2169,CAN,Canada,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,14.6
2170,2170,FIN,Finland,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,15.3
2171,2171,FRA,France,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,16.4
2172,2172,DEU,Germany,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,15.7
2173,2173,GRC,Greece,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,15.4
2174,2174,HUN,Hungary,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,15.5
2175,2175,IRL,Ireland,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,14.6
2176,2176,ITA,Italy,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,16.9
2177,2177,JPN,Japan,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,14.2
2178,2178,KOR,Korea,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,15.1
2179,2179,NLD,Netherlands,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,15.4
2180,2180,NZL,New Zealand,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,14.6
2181,2181,NOR,Norway,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,15.0
2182,2182,POL,Poland,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,14.9
2183,2183,ESP,Spain,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,16.1
2184,2184,TUR,Türkiye,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,14.8
2185,2185,GBR,United Kingdom,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,15.0
2186,2186,USA,United States,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,14.8
2187,2187,EST,Estonia,WL_TNOW,Time devoted to leisure and personal care,L,Value,MN,Men,HOUR,Hours,0,Units,15.4
2189,2189,AUS,Australia,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,13.65
2190,2190,AUT,Austria,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.31
2191,2191,BEL,Belgium,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,15.33
2192,2192,CAN,Canada,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.47
2193,2193,FIN,Finland,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,15.05
2194,2194,FRA,France,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,15.92
2195,2195,DEU,Germany,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,15.57
2196,2196,GRC,Greece,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.78
2197,2197,HUN,Hungary,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.55
2198,2198,IRL,Ireland,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.41
2199,2199,ITA,Italy,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,15.52
2200,2200,JPN,Japan,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.0
2201,2201,KOR,Korea,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.47
2202,2202,NLD,Netherlands,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,15.67
2203,2203,NZL,New Zealand,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.53
2204,2204,NOR,Norway,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,16.39
2205,2205,POL,Poland,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.33
2206,2206,ESP,Spain,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,15.26
2207,2207,TUR,Türkiye,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.07
2208,2208,GBR,United Kingdom,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.88
2209,2209,USA,United States,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.29
2210,2210,EST,Estonia,WL_TNOW,Time devoted to leisure and personal care,L,Value,WMN,Women,HOUR,Hours,0,Units,14.55
2239,2239,LTU,Lithuania,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,31811.0
2256,2256,COL,Colombia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,406.0
2257,2257,LTU,Lithuania,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,480.0
2258,2258,COL,Colombia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,409.0
2259,2259,LTU,Lithuania,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,472.0
2260,2260,COL,Colombia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,Units,402.0
2261,2261,LTU,Lithuania,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,Units,488.0
2262,2262,COL,Colombia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,Units,459.0
2263,2263,LTU,Lithuania,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,Units,522.0
2264,2264,COL,Colombia,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,373.0
2265,2265,LTU,Lithuania,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,432.0
2266,2266,COL,Colombia,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,14.0
2267,2267,LTU,Lithuania,ES_EDUEX,Years in education,L,Value,TOT,Total,YR,Years,0,Units,18.0
2268,2268,COL,Colombia,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,14.0
2269,2269,LTU,Lithuania,ES_EDUEX,Years in education,L,Value,MN,Men,YR,Years,0,Units,18.0
2270,2270,COL,Colombia,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,14.0
2271,2271,LTU,Lithuania,ES_EDUEX,Years in education,L,Value,WMN,Women,YR,Years,0,Units,19.0
2272,2272,COL,Colombia,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,22.6
2273,2273,LTU,Lithuania,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,10.5
2274,2274,COL,Colombia,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,82.0
2275,2275,LTU,Lithuania,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,83.0
2276,2276,COL,Colombia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,80.0
2277,2277,LTU,Lithuania,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,85.0
2278,2278,COL,Colombia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,83.0
2279,2279,LTU,Lithuania,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,81.0
2282,2282,COL,Colombia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,76.7
2283,2283,LTU,Lithuania,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,76.4
2284,2284,COL,Colombia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,73.5
2285,2285,LTU,Lithuania,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,71.6
2286,2286,COL,Colombia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,79.9
2287,2287,LTU,Lithuania,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,81.2
2298,2298,COL,Colombia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,5.7
2299,2299,LTU,Lithuania,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.4
2300,2300,COL,Colombia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,5.7
2301,2301,LTU,Lithuania,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.6
2302,2302,COL,Colombia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,5.7
2303,2303,LTU,Lithuania,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.2
2304,2304,COL,Colombia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.1
2305,2305,LTU,Lithuania,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.2
2306,2306,COL,Colombia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,5.7
2307,2307,LTU,Lithuania,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.2
2314,2314,COL,Colombia,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,23.7
2315,2315,LTU,Lithuania,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,1.0
2316,2316,COL,Colombia,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,28.2
2317,2317,LTU,Lithuania,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,1.1
2318,2318,COL,Colombia,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,17.1
2319,2319,LTU,Lithuania,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,0.8
2342,2342,CRI,Costa Rica,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,Units,415.0
2343,2343,CRI,Costa Rica,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,Units,417.0
2344,2344,CRI,Costa Rica,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,Units,413.0
2345,2345,CRI,Costa Rica,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,Units,476.0
2346,2346,CRI,Costa Rica,ES_STCS,Student skills,L,Value,LW,Low,AVSCORE,Average score,0,Units,392.0
2347,2347,CRI,Costa Rica,EQ_AIRP,Air pollution,L,Value,TOT,Total,MICRO_M3,Micrograms per cubic metre,0,Units,17.5
2348,2348,CRI,Costa Rica,EQ_WATER,Water quality,L,Value,TOT,Total,PC,Percentage,0,Units,87.0
2349,2349,CRI,Costa Rica,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,0,Units,90.0
2350,2350,CRI,Costa Rica,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,0,Units,85.0
2352,2352,CRI,Costa Rica,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,Units,80.5
2353,2353,CRI,Costa Rica,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,Units,77.9
2354,2354,CRI,Costa Rica,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,Units,83.0
2358,2358,CRI,Costa Rica,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,Units,6.3
2359,2359,CRI,Costa Rica,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,Units,6.2
2360,2360,CRI,Costa Rica,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,Units,6.5
2361,2361,CRI,Costa Rica,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,Units,7.1
2362,2362,CRI,Costa Rica,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,Units,6.5
2366,2366,CRI,Costa Rica,WL_EWLH,Employees working very long hours,L,Value,TOT,Total,PC,Percentage,0,Units,22.0
2367,2367,CRI,Costa Rica,WL_EWLH,Employees working very long hours,L,Value,MN,Men,PC,Percentage,0,Units,27.9
2368,2368,CRI,Costa Rica,WL_EWLH,Employees working very long hours,L,Value,WMN,Women,PC,Percentage,0,Units,12.7
